season,date,team1,team2,toss_winner,toss_decision,winner,venue
2008,7/31/2008,Ireland,Scotland,Ireland,field,Ireland,Clontarf Cricket Club Ground
2008,7/29/2008,Netherlands,Scotland,Netherlands,bat,Scotland,Clontarf Cricket Club Ground
2008,7/6/2008,India,Sri Lanka,India,field,Sri Lanka,National Stadium
2008,7/6/2008,West Indies,Australia,Australia,bat,Australia,"Warner Park, Basseterre"
2008,7/4/2008,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,National Stadium
2008,7/4/2008,West Indies,Australia,West Indies,field,Australia,"Warner Park, Basseterre"
2008,7/3/2008,India,Sri Lanka,Sri Lanka,bat,India,National Stadium
2008,7/2/2008,Pakistan,India,India,bat,Pakistan,National Stadium
2008,6/30/2008,Bangladesh,Sri Lanka,Sri Lanka,bat,Sri Lanka,National Stadium
2008,6/29/2008,Pakistan,Sri Lanka,Pakistan,field,Sri Lanka,National Stadium
2008,6/29/2008,Canada,Bermuda,Canada,field,Bermuda,Maple Leaf North-West Ground
2008,6/29/2008,West Indies,Australia,Australia,field,Australia,"National Cricket Stadium, St George's"
2008,6/28/2008,England,New Zealand,England,field,New Zealand,Lord's
2008,6/28/2008,Bangladesh,India,Bangladesh,bat,India,National Stadium
2008,6/27/2008,West Indies,Australia,Australia,bat,Australia,"National Cricket Stadium, St George's"
2008,6/26/2008,Sri Lanka,United Arab Emirates,Sri Lanka,bat,Sri Lanka,Gaddafi Stadium
2008,6/26/2008,Pakistan,India,Pakistan,bat,India,National Stadium
2008,6/25/2008,Hong Kong,India,India,bat,India,National Stadium
2008,6/25/2008,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,Gaddafi Stadium
2008,6/25/2008,England,New Zealand,New Zealand,field,New Zealand,Kennington Oval
2008,6/24/2008,Bangladesh,United Arab Emirates,Bangladesh,bat,Bangladesh,Gaddafi Stadium
2008,6/24/2008,West Indies,Australia,West Indies,field,Australia,"Arnos Vale Ground, Kingstown"
2008,6/24/2008,Pakistan,Hong Kong,Pakistan,bat,Pakistan,National Stadium
2008,6/21/2008,England,New Zealand,England,field,New Zealand,County Ground
2008,6/18/2008,England,New Zealand,New Zealand,field,,Edgbaston
2008,6/15/2008,England,New Zealand,New Zealand,field,England,Riverside Ground
2008,6/14/2008,India,Pakistan,Pakistan,bat,Pakistan,Shere Bangla National Stadium
2008,6/12/2008,Bangladesh,India,Bangladesh,bat,India,Shere Bangla National Stadium
2008,6/10/2008,India,Pakistan,India,bat,India,Shere Bangla National Stadium
2008,6/8/2008,Bangladesh,Pakistan,Bangladesh,field,Pakistan,Shere Bangla National Stadium
2007/08,4/19/2008,Pakistan,Bangladesh,Pakistan,bat,Pakistan,National Stadium
2007/08,4/16/2008,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,Multan Cricket Stadium
2007/08,4/15/2008,West Indies,Sri Lanka,West Indies,field,,"Beausejour Stadium, Gros Islet"
2007/08,4/13/2008,Pakistan,Bangladesh,Pakistan,bat,Pakistan,Gaddafi Stadium
2007/08,4/12/2008,West Indies,Sri Lanka,West Indies,field,West Indies,"Queen's Park Oval, Port of Spain"
2007/08,4/11/2008,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,Iqbal Stadium
2007/08,4/10/2008,West Indies,Sri Lanka,West Indies,field,West Indies,"Queen's Park Oval, Port of Spain"
2007/08,4/8/2008,Pakistan,Bangladesh,Pakistan,bat,Pakistan,Gaddafi Stadium
2007/08,3/14/2008,Bangladesh,South Africa,Bangladesh,bat,South Africa,Shere Bangla National Stadium
2007/08,3/12/2008,Bangladesh,South Africa,Bangladesh,bat,South Africa,Shere Bangla National Stadium
2007/08,3/9/2008,Bangladesh,South Africa,Bangladesh,bat,South Africa,Chittagong Divisional Stadium
2007/08,3/4/2008,Australia,India,India,bat,India,"Brisbane Cricket Ground, Woolloongabba"
2007/08,3/2/2008,Australia,India,Australia,bat,India,Sydney Cricket Ground
2007/08,2/29/2008,Australia,Sri Lanka,Sri Lanka,bat,Sri Lanka,Melbourne Cricket Ground
2007/08,2/26/2008,India,Sri Lanka,India,field,India,Bellerive Oval
2007/08,2/24/2008,Australia,India,Australia,bat,Australia,Sydney Cricket Ground
2007/08,2/23/2008,New Zealand,England,New Zealand,field,New Zealand,AMI Stadium
2007/08,2/22/2008,Australia,Sri Lanka,Sri Lanka,field,Australia,Melbourne Cricket Ground
2007/08,2/20/2008,New Zealand,England,New Zealand,field,,McLean Park
2007/08,2/19/2008,India,Sri Lanka,Sri Lanka,bat,India,Adelaide Oval
2007/08,2/17/2008,Australia,India,Australia,bat,Australia,Adelaide Oval
2007/08,2/15/2008,Australia,Sri Lanka,Australia,bat,Australia,Western Australia Cricket Association Ground
2007/08,2/15/2008,New Zealand,England,England,field,England,Eden Park
2007/08,2/12/2008,New Zealand,England,New Zealand,field,New Zealand,Seddon Park
2007/08,2/10/2008,Australia,India,Australia,bat,India,Melbourne Cricket Ground
2007/08,2/9/2008,New Zealand,England,England,bat,New Zealand,Westpac Stadium
2007/08,2/8/2008,Australia,Sri Lanka,Australia,bat,Australia,Sydney Cricket Ground
2007/08,2/5/2008,India,Sri Lanka,India,bat,,"Brisbane Cricket Ground, Woolloongabba"
2007/08,2/3/2008,South Africa,West Indies,South Africa,field,South Africa,New Wanderers Stadium
2007/08,2/3/2008,Australia,India,India,bat,,"Brisbane Cricket Ground, Woolloongabba"
2007/08,2/2/2008,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,Sheikhupura Stadium
2007/08,2/1/2008,South Africa,West Indies,West Indies,bat,South Africa,Kingsmead
2007/08,1/30/2008,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,Iqbal Stadium
2007/08,1/27/2008,South Africa,West Indies,West Indies,bat,South Africa,St George's Park
2007/08,1/27/2008,Pakistan,Zimbabwe,Pakistan,bat,Pakistan,Multan Cricket Stadium
2007/08,1/25/2008,South Africa,West Indies,South Africa,bat,South Africa,Newlands
2007/08,1/24/2008,Pakistan,Zimbabwe,Zimbabwe,bat,Pakistan,"Niaz Stadium, Hyderabad"
2007/08,1/21/2008,Pakistan,Zimbabwe,Zimbabwe,field,Pakistan,National Stadium
2007/08,1/20/2008,South Africa,West Indies,South Africa,field,South Africa,SuperSport Park
2007/08,12/31/2007,New Zealand,Bangladesh,New Zealand,field,New Zealand,Queenstown Events Centre
2007/08,12/28/2007,New Zealand,Bangladesh,New Zealand,bat,New Zealand,McLean Park
2007/08,12/26/2007,New Zealand,Bangladesh,New Zealand,field,New Zealand,Eden Park
2007/08,12/20/2007,Australia,New Zealand,New Zealand,field,Australia,Bellerive Oval
2007/08,12/16/2007,Australia,New Zealand,New Zealand,bat,,Sydney Cricket Ground
2007/08,12/14/2007,Australia,New Zealand,New Zealand,bat,Australia,Adelaide Oval
2007/08,12/7/2007,Zimbabwe,West Indies,West Indies,field,West Indies,Queens Sports Club
2007/08,12/2/2007,South Africa,New Zealand,New Zealand,bat,South Africa,Newlands
2007/08,12/2/2007,Zimbabwe,West Indies,Zimbabwe,field,West Indies,Harare Sports Club
2007/08,11/30/2007,South Africa,New Zealand,South Africa,bat,New Zealand,St George's Park
2007/08,11/30/2007,Zimbabwe,West Indies,West Indies,field,Zimbabwe,Harare Sports Club
2007/08,11/25/2007,South Africa,New Zealand,South Africa,field,South Africa,Kingsmead
2007/08,11/18/2007,India,Pakistan,India,field,Pakistan,Sawai Mansingh Stadium
2007/08,11/15/2007,India,Pakistan,Pakistan,bat,India,Captain Roop Singh Stadium
2007/08,11/11/2007,India,Pakistan,Pakistan,field,India,Green Park
2007/08,11/8/2007,India,Pakistan,India,bat,Pakistan,"Punjab Cricket Association Stadium, Mohali"
2007/08,11/5/2007,India,Pakistan,Pakistan,bat,India,Nehru Stadium
2007/08,10/29/2007,Pakistan,South Africa,South Africa,bat,South Africa,Gaddafi Stadium
2007/08,10/28/2007,Kenya,Bermuda,Bermuda,bat,Kenya,Gymkhana Club Ground
2007/08,10/27/2007,Kenya,Bermuda,Bermuda,bat,Kenya,Gymkhana Club Ground
2007/08,10/26/2007,Pakistan,South Africa,Pakistan,bat,South Africa,Multan Cricket Stadium
2007/08,10/25/2007,Kenya,Bermuda,Kenya,field,Kenya,Gymkhana Club Ground
2007/08,10/23/2007,Pakistan,South Africa,South Africa,bat,Pakistan,Iqbal Stadium
2007/08,10/20/2007,Pakistan,South Africa,Pakistan,bat,Pakistan,Gaddafi Stadium
2007/08,10/20/2007,Kenya,Canada,Canada,bat,Kenya,Gymkhana Club Ground
2007/08,10/18/2007,Kenya,Canada,Kenya,field,Kenya,Gymkhana Club Ground
2007/08,10/18/2007,Pakistan,South Africa,South Africa,bat,South Africa,Gaddafi Stadium
2007/08,10/17/2007,India,Australia,Australia,bat,India,Wankhede Stadium
2007/08,10/14/2007,India,Australia,Australia,bat,Australia,Vidarbha Cricket Association Ground
2007/08,10/13/2007,Sri Lanka,England,Sri Lanka,bat,Sri Lanka,R Premadasa Stadium
2007/08,10/11/2007,India,Australia,India,bat,Australia,Reliance Stadium
2007/08,10/10/2007,Sri Lanka,England,Sri Lanka,bat,England,R Premadasa Stadium
2007/08,10/8/2007,India,Australia,India,bat,India,Sector 16 Stadium
2007/08,10/5/2007,India,Australia,Australia,bat,Australia,"Rajiv Gandhi International Stadium, Uppal"
2007/08,10/4/2007,Sri Lanka,England,England,bat,England,Rangiri Dambulla International Stadium
2007/08,10/2/2007,India,Australia,India,field,Australia,Nehru Stadium
2007/08,10/1/2007,Sri Lanka,England,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2007/08,9/29/2007,India,Australia,Australia,bat,,M Chinnaswamy Stadium
2007,9/8/2007,England,India,India,bat,England,Lord's
2007,9/5/2007,England,India,England,bat,India,Kennington Oval
2007,9/2/2007,England,India,England,field,India,Headingley
2007,8/30/2007,England,India,India,bat,England,Old Trafford
2007,8/27/2007,England,India,India,field,England,Edgbaston
2007,8/26/2007,Zimbabwe,South Africa,South Africa,bat,South Africa,Harare Sports Club
2007,8/25/2007,Zimbabwe,South Africa,South Africa,field,South Africa,Harare Sports Club
2007,8/24/2007,England,India,India,bat,India,County Ground
2007,8/22/2007,Zimbabwe,South Africa,Zimbabwe,bat,South Africa,Queens Sports Club
2007,8/21/2007,England,India,India,field,England,The Rose Bowl
2007,8/16/2007,Scotland,India,India,field,India,Titwood
2007,7/25/2007,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,R Premadasa Stadium
2007,7/23/2007,Sri Lanka,Bangladesh,Sri Lanka,field,Sri Lanka,R Premadasa Stadium
2007,7/20/2007,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,P Saravanamuttu Stadium
2007,7/14/2007,Ireland,West Indies,Ireland,bat,,Clontarf Cricket Club Ground
2007,7/13/2007,Netherlands,Scotland,Scotland,bat,,"Civil Service Cricket Club, Stormont"
2007,7/7/2007,England,West Indies,West Indies,bat,West Indies,Trent Bridge
2007,7/4/2007,England,West Indies,England,field,West Indies,Edgbaston
2007,7/1/2007,England,West Indies,West Indies,field,England,Lord's
2007,7/1/2007,India,South Africa,India,field,India,"Civil Service Cricket Club, Stormont"
2007,6/29/2007,India,South Africa,India,field,India,"Civil Service Cricket Club, Stormont"
2007,6/26/2007,India,South Africa,South Africa,field,South Africa,"Civil Service Cricket Club, Stormont"
2007,6/24/2007,Ireland,South Africa,Ireland,field,South Africa,"Civil Service Cricket Club, Stormont"
2007,6/23/2007,Ireland,India,India,field,India,"Civil Service Cricket Club, Stormont"
2007,6/10/2007,Africa XI,Asia XI,Asia XI,bat,Asia XI,"MA Chidambaram Stadium, Chepauk"
2007,6/9/2007,Africa XI,Asia XI,Asia XI,bat,Asia XI,"MA Chidambaram Stadium, Chepauk"
2007,6/6/2007,Africa XI,Asia XI,Asia XI,bat,Asia XI,M Chinnaswamy Stadium
2007,5/12/2007,Bangladesh,India,India,bat,India,Shere Bangla National Stadium
2007,5/10/2007,Bangladesh,India,Bangladesh,bat,India,Shere Bangla National Stadium
2006/07,4/28/2007,Australia,Sri Lanka,Australia,bat,Australia,"Kensington Oval, Bridgetown"
2006/07,4/25/2007,Australia,South Africa,South Africa,bat,Australia,"Beausejour Stadium, Gros Islet"
2006/07,4/24/2007,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,"Sabina Park, Kingston"
2006/07,4/21/2007,West Indies,England,England,field,England,"Kensington Oval, Bridgetown"
2006/07,4/20/2007,Australia,New Zealand,Australia,bat,Australia,"National Cricket Stadium, St George's"
2006/07,4/19/2007,West Indies,Bangladesh,Bangladesh,field,West Indies,"Kensington Oval, Bridgetown"
2006/07,4/18/2007,Ireland,Sri Lanka,Sri Lanka,field,Sri Lanka,"National Cricket Stadium, St George's"
2006/07,4/17/2007,England,South Africa,England,bat,South Africa,"Kensington Oval, Bridgetown"
2006/07,4/16/2007,Australia,Sri Lanka,Sri Lanka,bat,Australia,"National Cricket Stadium, St George's"
2006/07,4/15/2007,Bangladesh,Ireland,Ireland,bat,Ireland,"Kensington Oval, Bridgetown"
2006/07,4/14/2007,New Zealand,South Africa,New Zealand,field,New Zealand,"National Cricket Stadium, St George's"
2006/07,4/13/2007,Australia,Ireland,Australia,field,Australia,"Kensington Oval, Bridgetown"
2006/07,4/12/2007,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,"National Cricket Stadium, St George's"
2006/07,4/11/2007,Bangladesh,England,England,field,England,"Kensington Oval, Bridgetown"
2006/07,4/10/2007,West Indies,South Africa,West Indies,field,South Africa,"National Cricket Stadium, St George's"
2006/07,4/9/2007,Ireland,New Zealand,New Zealand,bat,New Zealand,Providence Stadium
2006/07,4/8/2007,Australia,England,England,bat,Australia,"Sir Vivian Richards Stadium, North Sound"
2006/07,4/7/2007,Bangladesh,South Africa,South Africa,field,Bangladesh,Providence Stadium
2006/07,4/4/2007,England,Sri Lanka,England,field,Sri Lanka,"Sir Vivian Richards Stadium, North Sound"
2006/07,4/3/2007,Ireland,South Africa,South Africa,field,South Africa,Providence Stadium
2006/07,4/2/2007,Bangladesh,New Zealand,New Zealand,field,New Zealand,"Sir Vivian Richards Stadium, North Sound"
2006/07,4/1/2007,West Indies,Sri Lanka,West Indies,field,Sri Lanka,Providence Stadium
2006/07,3/31/2007,Australia,Bangladesh,Australia,field,Australia,"Sir Vivian Richards Stadium, North Sound"
2006/07,3/30/2007,England,Ireland,England,bat,England,Providence Stadium
2006/07,3/29/2007,West Indies,New Zealand,New Zealand,field,New Zealand,"Sir Vivian Richards Stadium, North Sound"
2006/07,3/28/2007,South Africa,Sri Lanka,Sri Lanka,bat,South Africa,Providence Stadium
2006/07,3/28/2007,West Indies,Australia,West Indies,field,Australia,"Sir Vivian Richards Stadium, North Sound"
2006/07,3/25/2007,Bangladesh,Bermuda,Bangladesh,field,Bangladesh,"Queen's Park Oval, Port of Spain"
2006/07,3/24/2007,England,Kenya,Kenya,bat,England,"Beausejour Stadium, Gros Islet"
2006/07,3/24/2007,Australia,South Africa,South Africa,field,Australia,"Warner Park, Basseterre"
2006/07,3/23/2007,West Indies,Ireland,Ireland,bat,West Indies,"Sabina Park, Kingston"
2006/07,3/23/2007,India,Sri Lanka,India,field,Sri Lanka,"Queen's Park Oval, Port of Spain"
2006/07,3/22/2007,Netherlands,Scotland,Netherlands,field,Netherlands,"Warner Park, Basseterre"
2006/07,3/22/2007,Canada,New Zealand,Canada,field,New Zealand,"Beausejour Stadium, Gros Islet"
2006/07,3/21/2007,Pakistan,Zimbabwe,Zimbabwe,field,Pakistan,"Sabina Park, Kingston"
2006/07,3/21/2007,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,"Queen's Park Oval, Port of Spain"
2006/07,3/20/2007,Kenya,New Zealand,Kenya,field,New Zealand,"Beausejour Stadium, Gros Islet"
2006/07,3/20/2007,Scotland,South Africa,South Africa,field,South Africa,"Warner Park, Basseterre"
2006/07,3/19/2007,West Indies,Zimbabwe,West Indies,field,West Indies,"Sabina Park, Kingston"
2006/07,3/19/2007,Bermuda,India,Bermuda,field,India,"Queen's Park Oval, Port of Spain"
2006/07,3/18/2007,Canada,England,Canada,field,England,"Beausejour Stadium, Gros Islet"
2006/07,3/18/2007,Australia,Netherlands,Australia,bat,Australia,"Warner Park, Basseterre"
2006/07,3/17/2007,Bangladesh,India,India,bat,Bangladesh,"Queen's Park Oval, Port of Spain"
2006/07,3/17/2007,Ireland,Pakistan,Ireland,field,Ireland,"Sabina Park, Kingston"
2006/07,3/16/2007,Netherlands,South Africa,Netherlands,field,South Africa,"Warner Park, Basseterre"
2006/07,3/16/2007,England,New Zealand,New Zealand,field,New Zealand,"Beausejour Stadium, Gros Islet"
2006/07,3/15/2007,Ireland,Zimbabwe,Zimbabwe,field,,"Sabina Park, Kingston"
2006/07,3/15/2007,Bermuda,Sri Lanka,Sri Lanka,bat,Sri Lanka,"Queen's Park Oval, Port of Spain"
2006/07,3/14/2007,Australia,Scotland,Scotland,field,Australia,"Warner Park, Basseterre"
2006/07,3/13/2007,West Indies,Pakistan,Pakistan,field,West Indies,"Sabina Park, Kingston"
2006/07,2/20/2007,New Zealand,Australia,Australia,bat,New Zealand,Seddon Park
2006/07,2/18/2007,New Zealand,Australia,New Zealand,field,New Zealand,Eden Park
2006/07,2/17/2007,India,Sri Lanka,India,field,India,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium
2006/07,2/16/2007,New Zealand,Australia,New Zealand,field,New Zealand,Westpac Stadium
2006/07,2/14/2007,South Africa,Pakistan,Pakistan,bat,South Africa,New Wanderers Stadium
2006/07,2/14/2007,India,Sri Lanka,Sri Lanka,bat,India,"Nehru Stadium, Fatorda"
2006/07,2/11/2007,Australia,England,England,bat,England,Sydney Cricket Ground
2006/07,2/11/2007,India,Sri Lanka,India,field,Sri Lanka,Madhavrao Scindia Cricket Ground
2006/07,2/11/2007,South Africa,Pakistan,South Africa,field,South Africa,Newlands
2006/07,2/9/2007,South Africa,Pakistan,Pakistan,bat,,St George's Park
2006/07,2/9/2007,Australia,England,Australia,bat,England,Melbourne Cricket Ground
2006/07,2/8/2007,India,Sri Lanka,India,field,,Eden Gardens
2006/07,2/7/2007,South Africa,Pakistan,Pakistan,bat,Pakistan,Kingsmead
2006/07,2/6/2007,England,New Zealand,England,bat,England,"Brisbane Cricket Ground, Woolloongabba"
2006/07,2/5/2007,Kenya,Canada,Kenya,bat,Kenya,Jaffery Sports Club Ground
2006/07,2/4/2007,South Africa,Pakistan,Pakistan,field,South Africa,SuperSport Park
2006/07,2/4/2007,Kenya,Scotland,Scotland,bat,Scotland,Gymkhana Club Ground
2006/07,2/4/2007,Australia,New Zealand,New Zealand,bat,Australia,Melbourne Cricket Ground
2006/07,2/4/2007,Bermuda,Netherlands,Netherlands,field,Netherlands,Ruaraka Sports Club Ground
2006/07,2/2/2007,Bermuda,Canada,Bermuda,field,Canada,Gymkhana Club Ground
2006/07,2/2/2007,Australia,England,England,bat,England,Sydney Cricket Ground
2006/07,1/31/2007,India,West Indies,West Indies,field,India,Indian Petrochemicals Corporation Limited Sports Complex Ground
2006/07,1/30/2007,England,New Zealand,New Zealand,bat,New Zealand,Western Australia Cricket Association Ground
2006/07,1/28/2007,Australia,New Zealand,Australia,bat,Australia,Western Australia Cricket Association Ground
2006/07,1/27/2007,India,West Indies,West Indies,field,West Indies,"MA Chidambaram Stadium, Chepauk"
2006/07,1/26/2007,Australia,England,England,bat,Australia,Adelaide Oval
2006/07,1/23/2007,England,New Zealand,New Zealand,bat,New Zealand,Adelaide Oval
2006/07,1/21/2007,Australia,New Zealand,New Zealand,bat,Australia,Sydney Cricket Ground
2006/07,1/19/2007,Australia,England,England,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2006/07,1/16/2007,England,New Zealand,New Zealand,bat,England,Bellerive Oval
2006/07,1/14/2007,Australia,New Zealand,Australia,bat,Australia,Bellerive Oval
2006/07,1/12/2007,Australia,England,England,bat,Australia,Melbourne Cricket Ground
2006/07,1/6/2007,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,Eden Park
2006/07,1/2/2007,New Zealand,Sri Lanka,New Zealand,field,New Zealand,Jade Stadium
2006/07,12/28/2006,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,McLean Park
2006/07,12/16/2006,Pakistan,West Indies,Pakistan,field,Pakistan,National Stadium
2006/07,12/13/2006,Pakistan,West Indies,Pakistan,bat,West Indies,Multan Cricket Stadium
2006/07,12/10/2006,Pakistan,West Indies,Pakistan,field,Pakistan,Gaddafi Stadium
2006/07,12/9/2006,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2006/07,12/8/2006,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Shere Bangla National Stadium
2006/07,12/7/2006,Pakistan,West Indies,Pakistan,field,Pakistan,Iqbal Stadium
2006/07,12/5/2006,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Shaheed Chandu Stadium
2006/07,12/3/2006,South Africa,India,South Africa,field,South Africa,SuperSport Park
2006/07,12/3/2006,Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,Shaheed Chandu Stadium
2006/07,12/2/2006,Bermuda,Netherlands,Netherlands,bat,Bermuda,Willowmoore Park
2006/07,12/1/2006,Canada,Netherlands,Netherlands,field,Netherlands,Willowmoore Park
2006/07,11/30/2006,Bermuda,Canada,Canada,field,Canada,Willowmoore Park
2006/07,11/29/2006,South Africa,India,South Africa,bat,South Africa,St George's Park
2006/07,11/27/2006,Bermuda,Canada,Canada,field,Canada,Sedgars Park
2006/07,11/26/2006,South Africa,India,South Africa,bat,South Africa,Newlands
2006/07,11/22/2006,South Africa,India,South Africa,bat,South Africa,Kingsmead
2006/07,11/5/2006,Australia,West Indies,West Indies,bat,Australia,Brabourne Stadium
2006/07,11/2/2006,South Africa,West Indies,South Africa,bat,West Indies,Sawai Mansingh Stadium
2006/07,11/1/2006,Australia,New Zealand,New Zealand,field,Australia,"Punjab Cricket Association Stadium, Mohali"
2006/07,10/29/2006,India,Australia,India,bat,Australia,"Punjab Cricket Association Stadium, Mohali"
2006/07,10/28/2006,England,West Indies,West Indies,bat,England,"Sardar Patel Stadium, Motera"
2006/07,10/27/2006,Pakistan,South Africa,South Africa,bat,South Africa,"Punjab Cricket Association Stadium, Mohali"
2006/07,10/26/2006,India,West Indies,West Indies,field,West Indies,"Sardar Patel Stadium, Motera"
2006/07,10/25/2006,New Zealand,Pakistan,Pakistan,field,New Zealand,"Punjab Cricket Association Stadium, Mohali"
2006/07,10/24/2006,South Africa,Sri Lanka,Sri Lanka,field,South Africa,"Sardar Patel Stadium, Motera"
2006/07,10/21/2006,Australia,England,Australia,field,Australia,Sawai Mansingh Stadium
2006/07,10/20/2006,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,Brabourne Stadium
2006/07,10/18/2006,Australia,West Indies,West Indies,bat,West Indies,Brabourne Stadium
2006/07,10/17/2006,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,Sawai Mansingh Stadium
2006/07,10/16/2006,New Zealand,South Africa,South Africa,field,New Zealand,Brabourne Stadium
2006/07,10/15/2006,India,England,India,field,India,Sawai Mansingh Stadium
2006/07,10/14/2006,Sri Lanka,West Indies,West Indies,bat,Sri Lanka,Brabourne Stadium
2006/07,10/13/2006,Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,Sawai Mansingh Stadium
2006/07,10/11/2006,Bangladesh,West Indies,Bangladesh,bat,West Indies,Sawai Mansingh Stadium
2006/07,10/10/2006,Sri Lanka,Zimbabwe,Sri Lanka,bat,Sri Lanka,"Sardar Patel Stadium, Motera"
2006/07,10/8/2006,West Indies,Zimbabwe,Zimbabwe,bat,West Indies,"Sardar Patel Stadium, Motera"
2006/07,10/7/2006,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,"Punjab Cricket Association Stadium, Mohali"
2006/07,9/24/2006,Australia,West Indies,Australia,bat,Australia,Kinrara Academy Oval
2006/07,9/22/2006,Australia,India,Australia,bat,Australia,Kinrara Academy Oval
2006/07,9/20/2006,India,West Indies,India,bat,India,Kinrara Academy Oval
2006/07,9/20/2006,South Africa,Zimbabwe,South Africa,bat,South Africa,Sedgars Park
2006/07,9/18/2006,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,Buffalo Park
2006/07,9/18/2006,Australia,West Indies,Australia,bat,West Indies,Kinrara Academy Oval
2006/07,9/16/2006,Australia,India,Australia,bat,,Kinrara Academy Oval
2006/07,9/15/2006,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,Goodyear Park
2006/07,9/14/2006,India,West Indies,India,bat,West Indies,Kinrara Academy Oval
2006,9/10/2006,England,Pakistan,England,field,England,Edgbaston
2006,9/8/2006,England,Pakistan,Pakistan,bat,England,Trent Bridge
2006,9/5/2006,England,Pakistan,Pakistan,field,Pakistan,The Rose Bowl
2006,9/2/2006,England,Pakistan,Pakistan,field,Pakistan,Lord's
2006,8/30/2006,England,Pakistan,Pakistan,field,,Sophia Gardens
2006,8/19/2006,Sri Lanka,India,India,bat,,Sinhalese Sports Club Ground
2006,8/15/2006,Kenya,Bangladesh,Bangladesh,field,Bangladesh,Gymkhana Club Ground
2006,8/13/2006,Kenya,Bangladesh,Kenya,bat,Bangladesh,Gymkhana Club Ground
2006,8/12/2006,Kenya,Bangladesh,Bangladesh,field,Bangladesh,Gymkhana Club Ground
2006,8/6/2006,Zimbabwe,Bangladesh,Zimbabwe,bat,Bangladesh,Harare Sports Club
2006,7/1/2006,England,Sri Lanka,England,bat,Sri Lanka,Headingley
2006,6/28/2006,England,Sri Lanka,Sri Lanka,bat,Sri Lanka,Old Trafford
2006,6/24/2006,England,Sri Lanka,England,bat,Sri Lanka,Riverside Ground
2006,6/20/2006,England,Sri Lanka,Sri Lanka,bat,Sri Lanka,Kennington Oval
2006,6/17/2006,England,Sri Lanka,England,field,Sri Lanka,Lord's
2006,6/13/2006,Ireland,England,England,bat,England,"Civil Service Cricket Club, Stormont"
2006,5/28/2006,West Indies,India,India,field,West Indies,"Queen's Park Oval, Port of Spain"
2006,5/26/2006,West Indies,India,West Indies,field,West Indies,"Queen's Park Oval, Port of Spain"
2006,5/23/2006,West Indies,India,India,bat,West Indies,"Warner Park, Basseterre"
2006,5/20/2006,West Indies,India,India,field,West Indies,"Sabina Park, Kingston"
2006,5/14/2006,West Indies,Zimbabwe,West Indies,bat,West Indies,"Queen's Park Oval, Port of Spain"
2006,5/13/2006,West Indies,Zimbabwe,West Indies,bat,,"Queen's Park Oval, Port of Spain"
2006,5/10/2006,West Indies,Zimbabwe,Zimbabwe,bat,West Indies,"Beausejour Stadium, Gros Islet"
2006,4/30/2006,West Indies,Zimbabwe,West Indies,bat,West Indies,"Antigua Recreation Ground, St John's"
2006,4/29/2006,West Indies,Zimbabwe,West Indies,field,West Indies,"Antigua Recreation Ground, St John's"
2005/06,4/28/2006,Bangladesh,Australia,Bangladesh,bat,Australia,Narayanganj Osmani Stadium
2005/06,4/26/2006,Bangladesh,Australia,Australia,bat,Australia,Narayanganj Osmani Stadium
2005/06,4/23/2006,Bangladesh,Australia,Bangladesh,bat,Australia,Chittagong Divisional Stadium
2005/06,4/19/2006,India,Pakistan,India,bat,India,Sheikh Zayed Stadium
2005/06,4/18/2006,India,Pakistan,India,bat,Pakistan,Sheikh Zayed Stadium
2005/06,4/15/2006,India,England,India,field,India,Maharani Usharaje Trust Cricket Ground
2005/06,4/12/2006,India,England,India,bat,England,Keenan Stadium
2005/06,4/3/2006,India,England,India,bat,India,"Nehru Stadium, Fatorda"
2005/06,3/31/2006,India,England,England,bat,India,Nahar Singh Stadium
2005/06,3/28/2006,India,England,England,field,India,Feroz Shah Kotla
